Év,Város,Lakástípus,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Nettó jövedelem (EUR/hó),EUR/RON árfolyam,Munkanélküliségi ráta (%)
2014-Q2,Galac,Új lakás,1222.98,309.73,536.31,4.374,6.46
2014-Q2,Galac,Felújított lakás,1040.64,248.27,536.31,4.374,6.46
2014-Q2,Galac,Használt lakás,920.8,238.44,536.31,4.374,6.46
2014-Q2,Ploiești,Új lakás,1241.77,300.76,531.34,4.374,6.72
2014-Q2,Ploiești,Felújított lakás,1069.16,249.85,531.34,4.374,6.72
2014-Q2,Ploiești,Használt lakás,889.74,215.78,531.34,4.374,6.72
2014-Q2,Nagyvárad,Új lakás,1221.41,298.35,514.13,4.374,6.81
2014-Q2,Nagyvárad,Felújított lakás,1051.49,272.2,514.13,4.374,6.81
2014-Q2,Nagyvárad,Használt lakás,896.54,225.81,514.13,4.374,6.81
2014-Q2,Arad,Új lakás,1212.94,292.12,534.98,4.374,6.81
2014-Q2,Arad,Felújított lakás,1079.91,266.51,534.98,4.374,6.81
2014-Q2,Arad,Használt lakás,896.79,223.52,534.98,4.374,6.81
2014-Q2,Nagyszeben,Új lakás,1209.25,312.38,522.45,4.374,6.84
2014-Q2,Nagyszeben,Felújított lakás,1061.98,275.16,522.45,4.374,6.84
2014-Q2,Nagyszeben,Használt lakás,903.46,223.85,522.45,4.374,6.84
2014-Q2,Târgu Mureș,Új lakás,1233.99,310.43,523.06,4.374,6.19
2014-Q2,Târgu Mureș,Felújított lakás,1078.65,249.6,523.06,4.374,6.19
2014-Q2,Târgu Mureș,Használt lakás,909.21,212.23,523.06,4.374,6.19
2014-Q3,Bukarest,Új lakás,1215.0,289.56,520.67,4.429,6.49
2014-Q3,Bukarest,Felújított lakás,1066.42,249.26,520.67,4.429,6.49
2014-Q3,Bukarest,Használt lakás,889.63,213.01,520.67,4.429,6.49
2014-Q3,Kolozsvár,Új lakás,1204.53,314.04,519.89,4.429,6.82
2014-Q3,Kolozsvár,Felújított lakás,1063.81,259.12,519.89,4.429,6.82
2014-Q3,Kolozsvár,Használt lakás,926.04,212.49,519.89,4.429,6.82
2014-Q3,Temesvár,Új lakás,1204.72,306.06,509.29,4.429,6.66
2014-Q3,Temesvár,Felújított lakás,1046.48,248.65,509.29,4.429,6.66
2014-Q3,Temesvár,Használt lakás,893.21,210.03,509.29,4.429,6.66
2014-Q3,Brassó,Új lakás,1231.75,294.65,504.52,4.429,6.18
2014-Q3,Brassó,Felújított lakás,1041.12,262.19,504.52,4.429,6.18
2014-Q3,Brassó,Használt lakás,895.52,223.93,504.52,4.429,6.18
2014-Q3,Jászvásár,Új lakás,1216.17,310.28,513.42,4.429,6.65
2014-Q3,Jászvásár,Felújított lakás,1084.01,262.9,513.42,4.429,6.65
2014-Q3,Jászvásár,Használt lakás,935.62,217.0,513.42,4.429,6.65
2014-Q3,Konstanca,Új lakás,1229.78,294.95,526.56,4.429,6.69
2014-Q3,Konstanca,Felújított lakás,1044.3,249.88,526.56,4.429,6.69
2014-Q3,Konstanca,Használt lakás,935.37,236.46,526.56,4.429,6.69
2014-Q3,Craiova,Új lakás,1227.71,302.33,519.82,4.429,6.41
2014-Q3,Craiova,Felújított lakás,1078.43,264.18,519.82,4.429,6.41
2014-Q3,Craiova,Használt lakás,935.52,233.29,519.82,4.429,6.41
2014-Q3,Galac,Új lakás,1207.02,305.63,507.05,4.429,6.31
2014-Q3,Galac,Felújított lakás,1049.33,270.81,507.05,4.429,6.31
2014-Q3,Galac,Használt lakás,904.6,230.61,507.05,4.429,6.31
2014-Q3,Ploiești,Új lakás,1196.01,297.89,520.31,4.429,6.55
2014-Q3,Ploiești,Felújított lakás,1054.29,252.11,520.31,4.429,6.55
2014-Q3,Ploiești,Használt lakás,899.52,230.48,520.31,4.429,6.55
2014-Q3,Nagyvárad,Új lakás,1216.18,285.03,504.73,4.429,6.79
2014-Q3,Nagyvárad,Felújított lakás,1079.73,261.77,504.73,4.429,6.79
2014-Q3,Nagyvárad,Használt lakás,932.67,228.12,504.73,4.429,6.79
2014-Q3,Arad,Új lakás,1202.73,290.96,518.16,4.429,6.63
2014-Q3,Arad,Felújított lakás,1054.87,272.35,518.16,4.429,6.63
2014-Q3,Arad,Használt lakás,924.69,230.02,518.16,4.429,6.63
2014-Q3,Nagyszeben,Új lakás,1234.21,286.12,537.68,4.429,6.17
2014-Q3,Nagyszeben,Felújított lakás,1072.61,256.87,537.68,4.429,6.17
2014-Q3,Nagyszeben,Használt lakás,934.63,239.17,537.68,4.429,6.17
2014-Q3,Târgu Mureș,Új lakás,1197.13,307.98,503.45,4.429,6.85
2014-Q3,Târgu Mureș,Felújított lakás,1066.18,265.74,503.45,4.429,6.85
2014-Q3,Târgu Mureș,Használt lakás,916.89,225.39,503.45,4.429,6.85
2014-Q4,Bukarest,Új lakás,1240.93,292.78,531.7,4.411,6.89
2014-Q4,Bukarest,Felújított lakás,1085.69,254.6,531.7,4.411,6.89
2014-Q4,Bukarest,Használt lakás,929.98,211.63,531.7,4.411,6.89
2014-Q4,Kolozsvár,Új lakás,1230.6,287.65,518.33,4.411,6.11
2014-Q4,Kolozsvár,Felújított lakás,1068.12,253.89,518.33,4.411,6.11
2014-Q4,Kolozsvár,Használt lakás,913.77,218.36,518.33,4.411,6.11
2014-Q4,Temesvár,Új lakás,1193.78,308.29,534.18,4.411,6.89
2014-Q4,Temesvár,Felújított lakás,1068.33,251.34,534.18,4.411,6.89
2014-Q4,Temesvár,Használt lakás,893.55,229.51,534.18,4.411,6.89
2014-Q4,Brassó,Új lakás,1206.63,300.4,517.11,4.411,6.82
2014-Q4,Brassó,Felújított lakás,1088.28,259.02,517.11,4.411,6.82
2014-Q4,Brassó,Használt lakás,917.86,217.63,517.11,4.411,6.82
2014-Q4,Jászvásár,Új lakás,1212.15,285.56,511.96,4.411,6.36
2014-Q4,Jászvásár,Felújított lakás,1071.59,266.16,511.96,4.411,6.36
2014-Q4,Jászvásár,Használt lakás,923.52,224.1,511.96,4.411,6.36
2014-Q4,Konstanca,Új lakás,1238.57,301.94,514.01,4.411,6.66
2014-Q4,Konstanca,Felújított lakás,1058.07,273.51,514.01,4.411,6.66
2014-Q4,Konstanca,Használt lakás,934.91,212.4,514.01,4.411,6.66
2014-Q4,Craiova,Új lakás,1237.26,298.77,506.71,4.411,6.27
2014-Q4,Craiova,Felújított lakás,1078.09,265.8,506.71,4.411,6.27
2014-Q4,Craiova,Használt lakás,909.41,236.8,506.71,4.411,6.27
2014-Q4,Galac,Új lakás,1212.99,297.8,536.08,4.411,6.64
2014-Q4,Galac,Felújított lakás,1044.02,256.12,536.08,4.411,6.64
2014-Q4,Galac,Használt lakás,901.59,210.96,536.08,4.411,6.64
2014-Q4,Ploiești,Új lakás,1200.54,305.32,513.89,4.411,6.47
2014-Q4,Ploiești,Felújított lakás,1049.09,257.69,513.89,4.411,6.47
2014-Q4,Ploiești,Használt lakás,894.1,233.13,513.89,4.411,6.47
2014-Q4,Nagyvárad,Új lakás,1210.72,307.15,523.08,4.411,6.57
2014-Q4,Nagyvárad,Felújított lakás,1042.4,255.42,523.08,4.411,6.57
2014-Q4,Nagyvárad,Használt lakás,903.12,219.98,523.08,4.411,6.57
2014-Q4,Arad,Új lakás,1209.88,285.39,511.04,4.411,6.24
2014-Q4,Arad,Felújított lakás,1073.45,250.87,511.04,4.411,6.24
2014-Q4,Arad,Használt lakás,901.07,236.9,511.04,4.411,6.24
2014-Q4,Nagyszeben,Új lakás,1198.84,302.59,508.85,4.411,6.81
2014-Q4,Nagyszeben,Felújított lakás,1079.56,261.4,508.85,4.411,6.81
2014-Q4,Nagyszeben,Használt lakás,925.41,229.8,508.85,4.411,6.81
2014-Q4,Târgu Mureș,Új lakás,1197.81,310.99,539.64,4.411,6.71
2014-Q4,Târgu Mureș,Felújított lakás,1062.6,267.98,539.64,4.411,6.71
2014-Q4,Târgu Mureș,Használt lakás,931.83,235.88,539.64,4.411,6.71
2015-Q1,Bukarest,Új lakás,1330.95,318.86,577.68,4.493,6.6
2015-Q1,Bukarest,Felújított lakás,1150.65,298.57,577.68,4.493,6.6
2015-Q1,Bukarest,Használt lakás,976.45,251.78,577.68,4.493,6.6
2015-Q1,Kolozsvár,Új lakás,1318.04,340.04,567.92,4.493,6.41
2015-Q1,Kolozsvár,Felújított lakás,1160.09,275.88,567.92,4.493,6.41
2015-Q1,Kolozsvár,Használt lakás,966.42,246.84,567.92,4.493,6.41
2015-Q1,Temesvár,Új lakás,1303.37,343.67,565.32,4.493,5.89
2015-Q1,Temesvár,Felújított lakás,1137.07,279.12,565.32,4.493,5.89
2015-Q1,Temesvár,Használt lakás,972.42,249.11,565.32,4.493,5.89
2015-Q1,Brassó,Új lakás,1321.02,340.58,562.83,4.493,6.18
2015-Q1,Brassó,Felújított lakás,1171.58,282.62,562.83,4.493,6.18
2015-Q1,Brassó,Használt lakás,986.23,255.83,562.83,4.493,6.18
2015-Q1,Jászvásár,Új lakás,1291.54,321.82,566.81,4.493,5.91
2015-Q1,Jászvásár,Felújított lakás,1150.49,297.82,566.81,4.493,5.91
2015-Q1,Jászvásár,Használt lakás,993.66,257.21,566.81,4.493,5.91
2015-Q1,Konstanca,Új lakás,1329.54,339.27,582.56,4.493,6.15
2015-Q1,Konstanca,Felújított lakás,1134.89,294.69,582.56,4.493,6.15
2015-Q1,Konstanca,Használt lakás,1008.54,243.03,582.56,4.493,6.15
2015-Q1,Craiova,Új lakás,1325.74,329.08,548.85,4.493,6.07
2015-Q1,Craiova,Felújított lakás,1171.21,280.69,548.85,4.493,6.07
2015-Q1,Craiova,Használt lakás,975.61,252.5,548.85,4.493,6.07
2015-Q1,Galac,Új lakás,1306.1,332.15,570.81,4.493,6.11
2015-Q1,Galac,Felújított lakás,1157.84,288.39,570.81,4.493,6.11
2015-Q1,Galac,Használt lakás,973.96,258.56,570.81,4.493,6.11
2015-Q1,Ploiești,Új lakás,1303.23,332.03,580.75,4.493,6.55
2015-Q1,Ploiești,Felújított lakás,1152.48,283.44,580.75,4.493,6.55
2015-Q1,Ploiești,Használt lakás,981.13,260.11,580.75,4.493,6.55
2015-Q1,Nagyvárad,Új lakás,1292.92,319.44,579.45,4.493,6.29
2015-Q1,Nagyvárad,Felújított lakás,1132.38,277.01,579.45,4.493,6.29
2015-Q1,Nagyvárad,Használt lakás,996.84,260.71,579.45,4.493,6.29
2015-Q1,Arad,Új lakás,1325.34,321.85,556.63,4.493,6.49
2015-Q1,Arad,Felújított lakás,1139.9,296.26,556.63,4.493,6.49
2015-Q1,Arad,Használt lakás,973.45,251.85,556.63,4.493,6.49
2015-Q1,Nagyszeben,Új lakás,1300.79,325.03,558.51,4.493,6.31
2015-Q1,Nagyszeben,Felújított lakás,1163.55,277.64,558.51,4.493,6.31
2015-Q1,Nagyszeben,Használt lakás,982.06,255.03,558.51,4.493,6.31
2015-Q1,Târgu Mureș,Új lakás,1334.23,331.73,558.46,4.493,6.13
2015-Q1,Târgu Mureș,Felújított lakás,1172.31,298.49,558.46,4.493,6.13
2015-Q1,Târgu Mureș,Használt lakás,969.22,234.92,558.46,4.493,6.13
2015-Q2,Bukarest,Új lakás,1334.23,335.61,547.41,4.51,5.93
2015-Q2,Bukarest,Felújított lakás,1157.02,300.21,547.41,4.51,5.93
2015-Q2,Bukarest,Használt lakás,992.65,234.4,547.41,4.51,5.93
2015-Q2,Kolozsvár,Új lakás,1335.51,325.24,572.56,4.51,5.94
2015-Q2,Kolozsvár,Felújított lakás,1155.84,277.41,572.56,4.51,5.94
2015-Q2,Kolozsvár,Használt lakás,996.35,261.51,572.56,4.51,5.94
2015-Q2,Temesvár,Új lakás,1287.66,315.45,571.55,4.51,6.48
2015-Q2,Temesvár,Felújított lakás,1167.54,285.32,571.55,4.51,6.48
2015-Q2,Temesvár,Használt lakás,1003.89,243.42,571.55,4.51,6.48
2015-Q2,Brassó,Új lakás,1318.32,330.16,566.06,4.51,5.96
2015-Q2,Brassó,Felújított lakás,1158.94,288.35,566.06,4.51,5.96
2015-Q2,Brassó,Használt lakás,986.18,241.77,566.06,4.51,5.96
2015-Q2,Jászvásár,Új lakás,1330.47,320.44,582.23,4.51,6.47
2015-Q2,Jászvásár,Felújított lakás,1136.79,282.78,582.23,4.51,6.47
2015-Q2,Jászvásár,Használt lakás,961.75,241.0,582.23,4.51,6.47
2015-Q2,Konstanca,Új lakás,1323.44,315.55,567.21,4.51,6.62
2015-Q2,Konstanca,Felújított lakás,1159.82,283.96,567.21,4.51,6.62
2015-Q2,Konstanca,Használt lakás,1000.27,252.34,567.21,4.51,6.62
2015-Q2,Craiova,Új lakás,1328.41,333.74,566.85,4.51,6.46
2015-Q2,Craiova,Felújított lakás,1134.57,281.81,566.85,4.51,6.46
2015-Q2,Craiova,Használt lakás,967.52,251.03,566.85,4.51,6.46
2015-Q2,Galac,Új lakás,1327.55,330.32,573.0,4.51,5.89
2015-Q2,Galac,Felújított lakás,1157.37,277.6,573.0,4.51,5.89
2015-Q2,Galac,Használt lakás,991.72,239.64,573.0,4.51,5.89
2015-Q2,Ploiești,Új lakás,1331.14,343.41,544.72,4.51,6.18
2015-Q2,Ploiești,Felújított lakás,1162.01,279.52,544.72,4.51,6.18
2015-Q2,Ploiești,Használt lakás,987.44,249.72,544.72,4.51,6.18
2015-Q2,Nagyvárad,Új lakás,1336.36,317.13,582.13,4.51,6.41
2015-Q2,Nagyvárad,Felújított lakás,1170.69,293.05,582.13,4.51,6.41
2015-Q2,Nagyvárad,Használt lakás,1000.15,241.77,582.13,4.51,6.41
2015-Q2,Arad,Új lakás,1326.03,325.42,550.05,4.51,6.57
2015-Q2,Arad,Felújított lakás,1164.45,283.62,550.05,4.51,6.57
2015-Q2,Arad,Használt lakás,1005.88,254.22,550.05,4.51,6.57
2015-Q2,Nagyszeben,Új lakás,1325.63,338.05,576.91,4.51,6.55
2015-Q2,Nagyszeben,Felújított lakás,1160.0,299.65,576.91,4.51,6.55
2015-Q2,Nagyszeben,Használt lakás,961.59,257.69,576.91,4.51,6.55
2015-Q2,Târgu Mureș,Új lakás,1311.12,340.28,572.1,4.51,6.43
2015-Q2,Târgu Mureș,Felújított lakás,1153.77,303.6,572.1,4.51,6.43
2015-Q2,Târgu Mureș,Használt lakás,978.14,256.28,572.1,4.51,6.43
2015-Q3,Bukarest,Új lakás,1315.57,338.64,546.17,4.422,6.03
2015-Q3,Bukarest,Felújított lakás,1132.66,302.28,546.17,4.422,6.03
2015-Q3,Bukarest,Használt lakás,972.55,249.01,546.17,4.422,6.03
2015-Q3,Kolozsvár,Új lakás,1308.02,338.39,558.79,4.422,6.29
2015-Q3,Kolozsvár,Felújított lakás,1171.79,298.94,558.79,4.422,6.29
2015-Q3,Kolozsvár,Használt lakás,967.06,238.36,558.79,4.422,6.29
2015-Q3,Temesvár,Új lakás,1319.28,342.29,577.91,4.422,6.15
2015-Q3,Temesvár,Felújított lakás,1129.76,296.42,577.91,4.422,6.15
2015-Q3,Temesvár,Használt lakás,988.75,246.67,577.91,4.422,6.15
2015-Q3,Brassó,Új lakás,1318.01,325.84,551.27,4.422,6.62
2015-Q3,Brassó,Felújított lakás,1170.74,299.69,551.27,4.422,6.62
2015-Q3,Brassó,Használt lakás,986.25,256.54,551.27,4.422,6.62
2015-Q3,Jászvásár,Új lakás,1308.98,326.45,556.84,4.422,6.37
2015-Q3,Jászvásár,Felújított lakás,1149.66,284.46,556.84,4.422,6.37
2015-Q3,Jászvásár,Használt lakás,996.15,256.93,556.84,4.422,6.37
2015-Q3,Konstanca,Új lakás,1294.77,332.83,553.35,4.422,6.46
2015-Q3,Konstanca,Felújított lakás,1149.81,292.88,553.35,4.422,6.46
2015-Q3,Konstanca,Használt lakás,971.16,250.53,553.35,4.422,6.46
2015-Q3,Craiova,Új lakás,1287.62,328.01,577.54,4.422,6.31
2015-Q3,Craiova,Felújított lakás,1145.13,283.49,577.54,4.422,6.31
2015-Q3,Craiova,Használt lakás,998.98,259.7,577.54,4.422,6.31
2015-Q3,Galac,Új lakás,1301.22,316.21,557.38,4.422,5.96
2015-Q3,Galac,Felújított lakás,1161.94,286.14,557.38,4.422,5.96
2015-Q3,Galac,Használt lakás,999.2,260.02,557.38,4.422,5.96
2015-Q3,Ploiești,Új lakás,1291.66,338.11,577.54,4.422,6.08
2015-Q3,Ploiești,Felújított lakás,1143.49,289.27,577.54,4.422,6.08
2015-Q3,Ploiești,Használt lakás,969.23,242.38,577.54,4.422,6.08
2015-Q3,Nagyvárad,Új lakás,1334.65,336.39,546.08,4.422,5.88
2015-Q3,Nagyvárad,Felújított lakás,1171.91,281.54,546.08,4.422,5.88
2015-Q3,Nagyvárad,Használt lakás,1002.55,260.75,546.08,4.422,5.88
2015-Q3,Arad,Új lakás,1286.47,342.34,555.6,4.422,6.01
2015-Q3,Arad,Felújított lakás,1123.03,279.73,555.6,4.422,6.01
2015-Q3,Arad,Használt lakás,1008.46,243.6,555.6,4.422,6.01
2015-Q3,Nagyszeben,Új lakás,1327.03,333.75,574.86,4.422,6.6
2015-Q3,Nagyszeben,Felújított lakás,1122.62,296.67,574.86,4.422,6.6
2015-Q3,Nagyszeben,Használt lakás,967.76,243.32,574.86,4.422,6.6
2015-Q3,Târgu Mureș,Új lakás,1315.06,323.34,564.91,4.422,6.36
2015-Q3,Târgu Mureș,Felújított lakás,1170.0,276.42,564.91,4.422,6.36
2015-Q3,Târgu Mureș,Használt lakás,978.62,254.63,564.91,4.422,6.36
2015-Q4,Bukarest,Új lakás,1315.21,321.09,550.92,4.472,6.01
2015-Q4,Bukarest,Felújított lakás,1123.64,293.0,550.92,4.472,6.01
2015-Q4,Bukarest,Használt lakás,1001.17,243.98,550.92,4.472,6.01
2015-Q4,Kolozsvár,Új lakás,1333.79,332.35,553.43,4.472,6.63
2015-Q4,Kolozsvár,Felújított lakás,1147.14,291.74,553.43,4.472,6.63
2015-Q4,Kolozsvár,Használt lakás,991.67,240.1,553.43,4.472,6.63
2015-Q4,Temesvár,Új lakás,1300.19,334.45,578.05,4.472,6.28
2015-Q4,Temesvár,Felújított lakás,1125.33,285.79,578.05,4.472,6.28
2015-Q4,Temesvár,Használt lakás,980.51,240.81,578.05,4.472,6.28
2015-Q4,Brassó,Új lakás,1312.79,327.08,580.58,4.472,6.2
2015-Q4,Brassó,Felújított lakás,1163.24,303.34,580.58,4.472,6.2
2015-Q4,Brassó,Használt lakás,1003.67,254.83,580.58,4.472,6.2
2015-Q4,Jászvásár,Új lakás,1322.16,330.66,571.02,4.472,6.19
2015-Q4,Jászvásár,Felújított lakás,1136.33,301.8,571.02,4.472,6.19
2015-Q4,Jászvásár,Használt lakás,993.37,239.39,571.02,4.472,6.19
2015-Q4,Konstanca,Új lakás,1301.32,320.86,579.67,4.472,6.55
2015-Q4,Konstanca,Felújított lakás,1166.41,280.43,579.67,4.472,6.55
2015-Q4,Konstanca,Használt lakás,958.67,233.43,579.67,4.472,6.55
2015-Q4,Craiova,Új lakás,1316.78,333.74,553.32,4.472,6.02
2015-Q4,Craiova,Felújított lakás,1131.56,282.1,553.32,4.472,6.02
2015-Q4,Craiova,Használt lakás,988.39,240.22,553.32,4.472,6.02
2015-Q4,Galac,Új lakás,1313.8,327.13,575.13,4.472,5.98
2015-Q4,Galac,Felújított lakás,1132.79,295.95,575.13,4.472,5.98
2015-Q4,Galac,Használt lakás,980.85,249.75,575.13,4.472,5.98
2015-Q4,Ploiești,Új lakás,1334.12,332.23,569.92,4.472,6.35
2015-Q4,Ploiești,Felújított lakás,1126.67,298.6,569.92,4.472,6.35
2015-Q4,Ploiești,Használt lakás,986.69,246.05,569.92,4.472,6.35
2015-Q4,Nagyvárad,Új lakás,1297.06,335.73,553.95,4.472,6.19
2015-Q4,Nagyvárad,Felújított lakás,1129.14,301.97,553.95,4.472,6.19
2015-Q4,Nagyvárad,Használt lakás,984.72,238.64,553.95,4.472,6.19
2015-Q4,Arad,Új lakás,1320.37,324.44,573.31,4.472,6.04
2015-Q4,Arad,Felújított lakás,1159.59,281.07,573.31,4.472,6.04
2015-Q4,Arad,Használt lakás,979.15,256.48,573.31,4.472,6.04
2015-Q4,Nagyszeben,Új lakás,1306.24,334.33,554.97,4.472,6.08
2015-Q4,Nagyszeben,Felújított lakás,1125.09,300.95,554.97,4.472,6.08
2015-Q4,Nagyszeben,Használt lakás,969.4,239.49,554.97,4.472,6.08
2015-Q4,Târgu Mureș,Új lakás,1316.64,343.83,549.37,4.472,5.88
2015-Q4,Târgu Mureș,Felújított lakás,1134.35,295.03,549.37,4.472,5.88
2015-Q4,Târgu Mureș,Használt lakás,972.2,242.18,549.37,4.472,5.88
2016-Q1,Bukarest,Új lakás,1385.03,347.12,619.23,4.503,5.74
2016-Q1,Bukarest,Felújított lakás,1241.48,308.79,619.23,4.503,5.74
2016-Q1,Bukarest,Használt lakás,1075.68,276.32,619.23,4.503,5.74
2016-Q1,Kolozsvár,Új lakás,1412.13,352.67,612.93,4.503,5.78
2016-Q1,Kolozsvár,Felújított lakás,1222.67,323.28,612.93,4.503,5.78
2016-Q1,Kolozsvár,Használt lakás,1038.95,255.28,612.93,4.503,5.78
2016-Q1,Temesvár,Új lakás,1403.78,361.81,625.7,4.503,5.75
2016-Q1,Temesvár,Felújított lakás,1205.22,327.36,625.7,4.503,5.75
2016-Q1,Temesvár,Használt lakás,1063.65,259.16,625.7,4.503,5.75
2016-Q1,Brassó,Új lakás,1381.98,359.88,616.3,4.503,5.94
2016-Q1,Brassó,Felújított lakás,1227.09,301.47,616.3,4.503,5.94
2016-Q1,Brassó,Használt lakás,1058.77,259.04,616.3,4.503,5.94
2016-Q1,Jászvásár,Új lakás,1382.46,366.63,596.63,4.503,5.67
2016-Q1,Jászvásár,Felújított lakás,1233.05,317.26,596.63,4.503,5.67
2016-Q1,Jászvásár,Használt lakás,1041.98,268.12,596.63,4.503,5.67
2016-Q1,Konstanca,Új lakás,1421.74,368.64,600.86,4.503,6.13
2016-Q1,Konstanca,Felújított lakás,1234.19,310.15,600.86,4.503,6.13
2016-Q1,Konstanca,Használt lakás,1032.37,280.62,600.86,4.503,6.13
2016-Q1,Craiova,Új lakás,1407.95,374.46,613.55,4.503,5.96
2016-Q1,Craiova,Felújított lakás,1250.48,306.32,613.55,4.503,5.96
2016-Q1,Craiova,Használt lakás,1073.22,283.1,613.55,4.503,5.96
2016-Q1,Galac,Új lakás,1380.84,348.94,627.02,4.503,6.1
2016-Q1,Galac,Felújított lakás,1215.82,308.13,627.02,4.503,6.1
2016-Q1,Galac,Használt lakás,1068.04,256.69,627.02,4.503,6.1
2016-Q1,Ploiești,Új lakás,1395.53,364.13,607.33,4.503,6.35
2016-Q1,Ploiești,Felújított lakás,1206.77,315.2,607.33,4.503,6.35
2016-Q1,Ploiești,Használt lakás,1049.66,273.61,607.33,4.503,6.35
2016-Q1,Nagyvárad,Új lakás,1392.02,350.47,624.83,4.503,5.98
2016-Q1,Nagyvárad,Felújított lakás,1226.12,316.37,624.83,4.503,5.98
2016-Q1,Nagyvárad,Használt lakás,1046.21,267.12,624.83,4.503,5.98
2016-Q1,Arad,Új lakás,1402.82,369.46,598.1,4.503,5.74
2016-Q1,Arad,Felújított lakás,1253.08,319.57,598.1,4.503,5.74
2016-Q1,Arad,Használt lakás,1042.95,255.39,598.1,4.503,5.74
2016-Q1,Nagyszeben,Új lakás,1410.04,355.95,619.34,4.503,5.64
2016-Q1,Nagyszeben,Felújított lakás,1208.2,305.32,619.34,4.503,5.64
2016-Q1,Nagyszeben,Használt lakás,1074.17,260.79,619.34,4.503,5.64
2016-Q1,Târgu Mureș,Új lakás,1387.79,372.69,615.82,4.503,5.72
2016-Q1,Târgu Mureș,Felújított lakás,1233.86,327.14,615.82,4.503,5.72
2016-Q1,Târgu Mureș,Használt lakás,1077.23,257.96,615.82,4.503,5.72
2016-Q2,Bukarest,Új lakás,1390.96,358.51,588.32,4.546,5.85
2016-Q2,Bukarest,Felújított lakás,1249.38,310.83,588.32,4.546,5.85
2016-Q2,Bukarest,Használt lakás,1070.28,283.09,588.32,4.546,5.85
2016-Q2,Kolozsvár,Új lakás,1407.04,373.2,606.81,4.546,5.91
2016-Q2,Kolozsvár,Felújított lakás,1249.31,328.11,606.81,4.546,5.91
2016-Q2,Kolozsvár,Használt lakás,1041.6,267.66,606.81,4.546,5.91
2016-Q2,Temesvár,Új lakás,1393.05,353.33,600.66,4.546,5.62
2016-Q2,Temesvár,Felújított lakás,1237.73,318.94,600.66,4.546,5.62
2016-Q2,Temesvár,Használt lakás,1040.94,264.42,600.66,4.546,5.62
2016-Q2,Brassó,Új lakás,1424.27,362.55,617.86,4.546,6.02
2016-Q2,Brassó,Felújított lakás,1215.52,319.31,617.86,4.546,6.02
2016-Q2,Brassó,Használt lakás,1070.53,263.98,617.86,4.546,6.02
2016-Q2,Jászvásár,Új lakás,1421.89,346.81,589.54,4.546,5.73
2016-Q2,Jászvásár,Felújított lakás,1222.95,323.09,589.54,4.546,5.73
2016-Q2,Jászvásár,Használt lakás,1055.33,277.62,589.54,4.546,5.73
2016-Q2,Konstanca,Új lakás,1389.49,349.8,592.42,4.546,6.11
2016-Q2,Konstanca,Felújított lakás,1254.87,300.11,592.42,4.546,6.11
2016-Q2,Konstanca,Használt lakás,1036.29,284.95,592.42,4.546,6.11
2016-Q2,Craiova,Új lakás,1394.44,353.14,616.2,4.546,6.21
2016-Q2,Craiova,Felújított lakás,1214.18,328.93,616.2,4.546,6.21
2016-Q2,Craiova,Használt lakás,1075.54,274.28,616.2,4.546,6.21
2016-Q2,Galac,Új lakás,1385.47,371.49,602.67,4.546,6.17
2016-Q2,Galac,Felújított lakás,1238.37,315.76,602.67,4.546,6.17
2016-Q2,Galac,Használt lakás,1049.06,267.91,602.67,4.546,6.17
2016-Q2,Ploiești,Új lakás,1402.33,357.08,597.19,4.546,6.2
2016-Q2,Ploiești,Felújított lakás,1248.99,304.87,597.19,4.546,6.2
2016-Q2,Ploiești,Használt lakás,1033.75,272.08,597.19,4.546,6.2
2016-Q2,Nagyvárad,Új lakás,1411.21,365.89,601.82,4.546,6.07
2016-Q2,Nagyvárad,Felújított lakás,1225.55,309.7,601.82,4.546,6.07
2016-Q2,Nagyvárad,Használt lakás,1073.77,282.51,601.82,4.546,6.07
2016-Q2,Arad,Új lakás,1387.08,359.71,617.26,4.546,6.23
2016-Q2,Arad,Felújított lakás,1243.58,309.6,617.26,4.546,6.23
2016-Q2,Arad,Használt lakás,1078.77,281.29,617.26,4.546,6.23
2016-Q2,Nagyszeben,Új lakás,1410.42,365.56,617.73,4.546,6.03
2016-Q2,Nagyszeben,Felújított lakás,1210.4,323.88,617.73,4.546,6.03
2016-Q2,Nagyszeben,Használt lakás,1053.78,265.75,617.73,4.546,6.03
2016-Q2,Târgu Mureș,Új lakás,1424.82,371.49,618.67,4.546,6.39
2016-Q2,Târgu Mureș,Felújított lakás,1207.69,304.11,618.67,4.546,6.39
2016-Q2,Târgu Mureș,Használt lakás,1057.42,267.95,618.67,4.546,6.39
2016-Q3,Bukarest,Új lakás,1404.35,345.84,609.65,4.556,5.66
2016-Q3,Bukarest,Felújított lakás,1240.51,305.23,609.65,4.556,5.66
2016-Q3,Bukarest,Használt lakás,1074.42,258.22,609.65,4.556,5.66
2016-Q3,Kolozsvár,Új lakás,1411.58,349.66,616.35,4.556,5.84
2016-Q3,Kolozsvár,Felújított lakás,1208.29,324.4,616.35,4.556,5.84
2016-Q3,Kolozsvár,Használt lakás,1035.15,267.37,616.35,4.556,5.84
2016-Q3,Temesvár,Új lakás,1411.9,352.56,615.2,4.556,5.64
2016-Q3,Temesvár,Felújított lakás,1216.37,319.71,615.2,4.556,5.64
