Időszak,Város,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Jövedelem (EUR/hó),Lakás típusa,Munkanélküliségi ráta (%)
2018 Q3,Botoșani,1050.58,362.21,786.5,Felújított lakás,6.22
2018 Q3,Pitești,1508.32,432.95,738.72,Új lakás,5.88
2018 Q3,Pitești,1657.79,396.53,620.0,Felújított lakás,2.1
2018 Q3,Pitești,1558.63,418.12,750.99,Használt lakás,2.41
2018 Q3,Pitești,1309.62,408.18,752.47,Felújított lakás,3.8
2018 Q3,Pitești,1275.52,388.62,812.5,Felújított lakás,4.44
2018 Q3,Craiova,1473.46,384.05,562.77,Új lakás,3.68
2018 Q3,Craiova,1296.01,433.96,937.14,Felújított lakás,4.9
2018 Q3,Craiova,1728.32,442.75,702.21,Használt lakás,4.55
2018 Q3,Craiova,1613.68,493.18,705.48,Felújított lakás,4.45
2018 Q3,Craiova,1228.49,452.99,833.2,Használt lakás,4.24
2018 Q3,Reșița,1319.91,434.41,765.05,Használt lakás,4.28
2018 Q3,Reșița,1421.45,413.05,799.76,Új lakás,4.94
2018 Q3,Reșița,1282.03,379.58,724.74,Felújított lakás,4.94
2018 Q3,Reșița,1417.77,394.27,755.69,Új lakás,3.87
2018 Q3,Reșița,1505.66,433.32,721.08,Új lakás,4.43
2018 Q3,Slatina,1557.81,397.21,764.16,Új lakás,4.13
2018 Q3,Slatina,1451.24,393.82,746.62,Használt lakás,5.31
2018 Q3,Slatina,1287.56,366.82,662.51,Új lakás,3.03
2018 Q3,Slatina,1471.44,363.77,722.13,Használt lakás,4.82
2018 Q3,Slatina,1450.0,404.58,751.46,Felújított lakás,4.31
2018 Q4,București,1373.09,411.57,874.13,Új lakás,5.01
2018 Q4,București,1697.68,400.12,734.9,Felújított lakás,2.87
2018 Q4,București,1302.85,496.08,708.68,Használt lakás,6.12
2018 Q4,București,1250.8,377.86,719.53,Használt lakás,4.14
2018 Q4,București,1510.77,438.03,715.02,Felújított lakás,4.07
2018 Q4,Cluj-Napoca,1361.71,383.41,686.72,Felújított lakás,5.23
2018 Q4,Cluj-Napoca,1180.62,484.69,719.42,Felújított lakás,3.43
2018 Q4,Cluj-Napoca,1488.77,479.41,807.06,Használt lakás,4.7
2018 Q4,Cluj-Napoca,1530.42,351.34,708.69,Új lakás,3.29
2018 Q4,Cluj-Napoca,1546.96,404.66,790.72,Új lakás,4.74
2018 Q4,Timișoara,1296.52,396.52,817.63,Használt lakás,3.42
2018 Q4,Timișoara,1414.98,388.7,721.16,Felújított lakás,4.15
2018 Q4,Timișoara,1306.06,381.58,757.18,Használt lakás,3.36
2018 Q4,Timișoara,1302.72,382.44,735.33,Új lakás,5.14
2018 Q4,Timișoara,1580.78,390.96,869.02,Felújított lakás,3.2
2018 Q4,Iași,1530.03,391.13,687.74,Új lakás,3.46
2018 Q4,Iași,1393.71,443.2,780.19,Használt lakás,3.26
2018 Q4,Iași,1281.24,383.33,733.32,Használt lakás,3.99
2018 Q4,Iași,1285.98,430.78,875.75,Felújított lakás,3.7
2018 Q4,Iași,1347.98,442.39,706.47,Felújított lakás,4.87
2018 Q4,Brașov,1313.77,493.28,760.69,Új lakás,3.58
2018 Q4,Brașov,1329.36,399.45,822.36,Felújított lakás,2.93
2018 Q4,Brașov,1319.85,397.53,739.06,Új lakás,3.93
2018 Q4,Brașov,1221.05,404.01,734.03,Új lakás,3.57
2018 Q4,Brașov,1482.41,456.78,735.3,Használt lakás,4.43
2018 Q4,Constanța,1140.67,403.16,800.29,Új lakás,3.78
2018 Q4,Constanța,1311.53,511.11,849.14,Új lakás,4.67
2018 Q4,Constanța,1536.67,330.96,692.75,Használt lakás,3.73
2018 Q4,Constanța,1371.68,400.4,587.0,Felújított lakás,4.59
2018 Q4,Constanța,1465.24,484.08,692.7,Új lakás,3.33
2018 Q4,Sibiu,1078.4,408.26,794.07,Új lakás,3.59
2018 Q4,Sibiu,1657.21,409.74,748.82,Használt lakás,2.84
2018 Q4,Sibiu,1434.47,340.83,781.62,Felújított lakás,4.92
2018 Q4,Sibiu,1563.11,379.2,749.63,Új lakás,4.76
2018 Q4,Sibiu,1453.07,385.39,596.48,Felújított lakás,4.55
2018 Q4,Oradea,1381.7,397.33,785.84,Felújított lakás,4.16
2018 Q4,Oradea,1241.7,342.74,672.26,Használt lakás,6.59
2018 Q4,Oradea,1486.73,427.54,729.1,Új lakás,3.95
2018 Q4,Oradea,1540.06,400.38,774.62,Új lakás,3.85
2018 Q4,Oradea,1632.82,449.69,814.73,Új lakás,3.62
2018 Q4,Galați,1526.98,407.5,746.6,Felújított lakás,5.84
2018 Q4,Galați,1274.87,428.13,766.28,Használt lakás,4.72
2018 Q4,Galați,1345.91,503.45,662.3,Új lakás,5.66
2018 Q4,Galați,1545.81,496.04,644.71,Használt lakás,3.33
2018 Q4,Galați,1579.03,344.92,643.61,Új lakás,3.71
2018 Q4,Ploiești,1423.04,483.69,728.88,Felújított lakás,3.59
2018 Q4,Ploiești,1437.37,438.78,766.47,Felújított lakás,4.02
2018 Q4,Ploiești,1165.39,383.3,825.22,Használt lakás,4.39
2018 Q4,Ploiești,1361.3,464.73,672.19,Új lakás,3.97
2018 Q4,Ploiești,1416.53,402.34,746.05,Használt lakás,4.01
2018 Q4,Arad,1232.08,427.26,660.3,Használt lakás,4.37
2018 Q4,Arad,1564.9,408.76,669.71,Használt lakás,4.07
2018 Q4,Arad,1300.16,443.78,731.12,Új lakás,5.91
2018 Q4,Arad,1539.56,413.88,782.94,Használt lakás,3.81
2018 Q4,Arad,1404.07,405.54,785.99,Új lakás,5.63
2018 Q4,Bacău,1495.84,456.88,795.38,Használt lakás,4.75
2018 Q4,Bacău,1263.29,488.04,848.26,Új lakás,3.97
2018 Q4,Bacău,1355.52,444.5,773.05,Felújított lakás,4.0
2018 Q4,Bacău,1250.0,432.23,773.09,Felújított lakás,4.93
2018 Q4,Bacău,1441.92,409.16,799.64,Új lakás,4.27
2018 Q4,Târgu Mureș,1344.21,412.77,635.24,Használt lakás,4.02
2018 Q4,Târgu Mureș,1482.61,433.59,831.24,Új lakás,3.94
2018 Q4,Târgu Mureș,1458.48,451.71,880.57,Új lakás,4.34
2018 Q4,Târgu Mureș,1274.7,453.92,851.94,Új lakás,3.88
2018 Q4,Târgu Mureș,1500.93,469.15,801.02,Új lakás,4.33
2018 Q4,Baia Mare,1316.18,416.75,767.52,Felújított lakás,5.11
2018 Q4,Baia Mare,1440.07,404.8,773.32,Használt lakás,5.06
2018 Q4,Baia Mare,1445.55,386.55,729.12,Új lakás,5.15
2018 Q4,Baia Mare,1234.04,336.27,830.48,Új lakás,4.71
2018 Q4,Baia Mare,1472.81,376.93,784.25,Új lakás,4.48
2018 Q4,Satu Mare,1209.88,476.97,749.52,Új lakás,3.8
2018 Q4,Satu Mare,1354.64,339.39,775.6,Használt lakás,4.46
2018 Q4,Satu Mare,1376.71,471.14,656.97,Használt lakás,3.6
2018 Q4,Satu Mare,1298.0,408.85,744.05,Új lakás,4.63
2018 Q4,Satu Mare,1358.36,384.91,841.16,Új lakás,6.61
2018 Q4,Botoșani,1417.19,389.73,828.53,Használt lakás,2.75
2018 Q4,Botoșani,1359.83,392.16,670.43,Felújított lakás,3.92
2018 Q4,Botoșani,1296.3,420.51,741.63,Használt lakás,3.58
2018 Q4,Botoșani,1355.54,410.77,788.59,Használt lakás,4.05
2018 Q4,Botoșani,1498.96,443.43,774.29,Felújított lakás,5.59
2018 Q4,Pitești,1265.67,401.07,845.8,Új lakás,3.94
2018 Q4,Pitești,1062.19,411.88,748.1,Használt lakás,2.0
2018 Q4,Pitești,1560.07,391.45,759.71,Felújított lakás,3.97
2018 Q4,Pitești,1245.4,377.18,683.9,Felújított lakás,5.29
2018 Q4,Pitești,1382.3,399.13,683.92,Használt lakás,5.4
2018 Q4,Craiova,1575.7,467.39,769.55,Felújított lakás,4.49
2018 Q4,Craiova,1254.09,410.17,698.97,Felújított lakás,2.37
2018 Q4,Craiova,1526.85,392.17,811.76,Felújított lakás,5.08
2018 Q4,Craiova,1466.81,444.52,703.08,Felújított lakás,6.06
2018 Q4,Craiova,1405.18,432.08,701.06,Használt lakás,3.27
2018 Q4,Reșița,1457.28,428.7,692.64,Új lakás,2.76
2018 Q4,Reșița,1247.61,467.85,703.2,Felújított lakás,3.86
2018 Q4,Reșița,1574.04,375.11,696.38,Használt lakás,3.43
2018 Q4,Reșița,1594.17,499.74,785.09,Felújított lakás,4.98
2018 Q4,Reșița,1330.36,497.89,756.06,Használt lakás,5.05
2018 Q4,Slatina,1387.34,409.28,839.78,Használt lakás,4.74
2018 Q4,Slatina,1574.17,430.21,689.1,Használt lakás,3.62
2018 Q4,Slatina,1412.36,394.94,673.55,Használt lakás,5.4
2018 Q4,Slatina,1334.62,425.53,757.77,Felújított lakás,3.61
2018 Q4,Slatina,1574.1,375.31,755.7,Új lakás,4.45
2019 Q1,București,1443.49,383.12,822.25,Használt lakás,4.84
2019 Q1,București,1368.93,463.3,792.49,Használt lakás,2.82
2019 Q1,București,1347.53,480.53,788.56,Felújított lakás,3.54
2019 Q1,București,1346.98,414.38,743.33,Új lakás,3.25
2019 Q1,București,1240.99,480.6,828.24,Új lakás,2.83
2019 Q1,Cluj-Napoca,1466.36,398.91,754.31,Új lakás,3.76
2019 Q1,Cluj-Napoca,1398.66,515.12,743.58,Új lakás,3.29
2019 Q1,Cluj-Napoca,1358.49,476.75,670.87,Használt lakás,3.34
2019 Q1,Cluj-Napoca,1623.62,444.76,781.52,Felújított lakás,6.23
2019 Q1,Cluj-Napoca,1479.56,406.67,753.08,Használt lakás,2.96
2019 Q1,Timișoara,1600.71,457.98,837.46,Új lakás,5.31
2019 Q1,Timișoara,1400.29,397.21,766.9,Használt lakás,3.23
2019 Q1,Timișoara,1469.79,480.28,759.91,Új lakás,4.25
2019 Q1,Timișoara,1438.74,467.11,729.93,Új lakás,2.0
2019 Q1,Timișoara,1506.5,474.51,796.78,Felújított lakás,3.46
2019 Q1,Iași,1313.8,454.78,778.49,Új lakás,3.97
2019 Q1,Iași,1668.7,397.13,876.5,Felújított lakás,4.13
2019 Q1,Iași,1229.73,427.83,827.57,Használt lakás,3.73
2019 Q1,Iași,1273.03,428.42,718.57,Új lakás,4.59
2019 Q1,Iași,1542.81,392.75,727.65,Új lakás,4.86
2019 Q1,Brașov,1346.94,391.71,699.28,Használt lakás,4.45
2019 Q1,Brașov,1487.1,407.64,770.31,Új lakás,5.63
2019 Q1,Brașov,1333.11,356.93,797.3,Felújított lakás,3.99
2019 Q1,Brașov,1364.8,461.08,820.35,Új lakás,2.0
2019 Q1,Brașov,1371.69,527.7,805.0,Használt lakás,4.78
2019 Q1,Constanța,1590.75,435.68,817.8,Használt lakás,4.82
2019 Q1,Constanța,1514.68,422.12,780.32,Felújított lakás,3.51
2019 Q1,Constanța,1451.54,388.26,722.56,Használt lakás,3.82
2019 Q1,Constanța,1336.76,414.8,760.16,Új lakás,4.5
2019 Q1,Constanța,1563.91,416.45,850.11,Új lakás,5.04
2019 Q1,Sibiu,1510.49,441.15,789.15,Felújított lakás,5.29
2019 Q1,Sibiu,1596.83,488.4,772.48,Használt lakás,4.65
2019 Q1,Sibiu,1611.23,410.05,750.89,Használt lakás,4.12
2019 Q1,Sibiu,1557.95,471.61,756.15,Új lakás,2.59
2019 Q1,Sibiu,1479.54,398.27,680.6,Új lakás,2.84
2019 Q1,Oradea,1489.17,489.44,772.33,Új lakás,4.31
2019 Q1,Oradea,1591.95,373.22,801.21,Felújított lakás,4.09
2019 Q1,Oradea,1517.93,415.66,720.92,Használt lakás,4.24
2019 Q1,Oradea,1647.9,469.44,739.54,Új lakás,2.76
2019 Q1,Oradea,1248.15,487.64,712.7,Használt lakás,3.77
2019 Q1,Galați,1608.55,370.44,859.54,Új lakás,3.85
2019 Q1,Galați,1312.17,425.11,726.64,Felújított lakás,4.54
2019 Q1,Galați,1372.22,358.53,756.77,Felújított lakás,2.74
2019 Q1,Galați,1474.52,387.51,740.72,Használt lakás,4.28
2019 Q1,Galați,1424.5,445.02,810.82,Használt lakás,2.94
2019 Q1,Ploiești,1442.27,301.82,784.84,Új lakás,3.8
2019 Q1,Ploiești,1331.99,447.63,840.36,Új lakás,3.62
2019 Q1,Ploiești,1336.62,441.6,689.86,Használt lakás,3.44
2019 Q1,Ploiești,1596.69,437.49,657.23,Használt lakás,2.3
2019 Q1,Ploiești,1469.45,469.5,672.94,Használt lakás,4.55
2019 Q1,Arad,1609.64,510.51,789.87,Felújított lakás,4.61
2019 Q1,Arad,1194.02,518.99,735.47,Használt lakás,3.17
2019 Q1,Arad,1419.38,495.47,902.48,Felújított lakás,4.23
2019 Q1,Arad,1569.77,436.73,707.73,Új lakás,5.58
2019 Q1,Arad,1375.34,496.42,847.91,Felújított lakás,4.71
2019 Q1,Bacău,1669.48,524.29,759.49,Használt lakás,3.29
2019 Q1,Bacău,1226.29,524.79,743.62,Felújított lakás,5.24
2019 Q1,Bacău,1361.05,496.53,727.99,Felújított lakás,2.91
2019 Q1,Bacău,1424.98,413.73,805.78,Felújított lakás,4.05
2019 Q1,Bacău,1525.32,423.36,730.09,Új lakás,3.52
2019 Q1,Târgu Mureș,1695.39,444.01,650.97,Felújított lakás,3.58
2019 Q1,Târgu Mureș,1461.62,508.82,831.72,Használt lakás,3.18
2019 Q1,Târgu Mureș,1740.2,433.75,844.78,Felújított lakás,2.94
2019 Q1,Târgu Mureș,1162.22,378.66,574.98,Használt lakás,6.21
2019 Q1,Târgu Mureș,1475.74,398.01,797.16,Használt lakás,4.29
2019 Q1,Baia Mare,1524.51,483.38,752.6,Felújított lakás,3.22
2019 Q1,Baia Mare,1549.33,467.09,776.04,Új lakás,6.28
2019 Q1,Baia Mare,1397.46,399.01,795.09,Felújított lakás,3.43
2019 Q1,Baia Mare,1509.46,401.68,745.99,Használt lakás,5.99
2019 Q1,Baia Mare,1401.33,403.05,840.24,Használt lakás,3.05
2019 Q1,Satu Mare,1366.85,458.06,826.3,Új lakás,5.32
2019 Q1,Satu Mare,1360.33,458.84,742.03,Új lakás,3.49
2019 Q1,Satu Mare,1594.39,413.02,786.69,Új lakás,4.26
2019 Q1,Satu Mare,1321.51,473.64,803.62,Felújított lakás,2.11
2019 Q1,Satu Mare,1483.29,404.08,835.82,Felújított lakás,2.65
2019 Q1,Botoșani,1407.22,449.48,773.26,Használt lakás,4.86
2019 Q1,Botoșani,1267.79,501.08,801.51,Felújított lakás,5.46
2019 Q1,Botoșani,1554.91,434.54,692.95,Felújított lakás,3.54
2019 Q1,Botoșani,1640.75,490.42,732.82,Felújított lakás,2.0
2019 Q1,Botoșani,1424.48,423.49,755.01,Felújított lakás,4.63
2019 Q1,Pitești,1555.15,474.61,796.74,Használt lakás,2.3
2019 Q1,Pitești,1409.06,527.16,792.45,Felújított lakás,4.47
2019 Q1,Pitești,1493.14,451.62,627.01,Felújított lakás,3.86
2019 Q1,Pitești,1445.45,486.26,772.86,Új lakás,2.45
2019 Q1,Pitești,1501.61,402.85,696.99,Új lakás,3.27
2019 Q1,Craiova,1515.1,485.35,798.98,Használt lakás,4.73
2019 Q1,Craiova,1506.77,439.05,811.82,Új lakás,2.0
2019 Q1,Craiova,1463.33,393.2,839.77,Új lakás,3.95
2019 Q1,Craiova,1453.71,374.8,831.01,Használt lakás,4.73
2019 Q1,Craiova,1516.83,402.48,723.58,Használt lakás,4.32
2019 Q1,Reșița,1366.66,452.4,640.35,Felújított lakás,3.61
2019 Q1,Reșița,1665.61,452.58,780.01,Használt lakás,6.09
2019 Q1,Reșița,1169.69,402.39,745.93,Felújított lakás,4.96
2019 Q1,Reșița,1555.08,400.36,829.88,Felújított lakás,3.7
2019 Q1,Reșița,1595.4,393.69,762.6,Használt lakás,3.61
2019 Q1,Slatina,1576.72,414.09,767.45,Új lakás,4.61
2019 Q1,Slatina,1515.43,470.48,782.67,Új lakás,3.68
2019 Q1,Slatina,1408.04,436.03,784.98,Felújított lakás,3.95
2019 Q1,Slatina,1452.3,374.31,810.04,Felújított lakás,4.28
2019 Q1,Slatina,1570.22,435.01,665.7,Használt lakás,3.74
2019 Q2,București,1426.01,464.72,645.78,Felújított lakás,4.14
2019 Q2,București,1511.64,408.54,774.48,Felújított lakás,3.47
2019 Q2,București,1362.45,418.66,727.36,Használt lakás,4.78
2019 Q2,București,1361.81,398.88,876.08,Használt lakás,5.06
2019 Q2,București,1226.62,404.41,784.55,Felújított lakás,4.42
2019 Q2,Cluj-Napoca,1271.14,481.34,819.51,Felújított lakás,4.58
2019 Q2,Cluj-Napoca,1612.81,453.09,796.91,Használt lakás,5.66
2019 Q2,Cluj-Napoca,1582.15,401.34,807.99,Használt lakás,3.44
2019 Q2,Cluj-Napoca,1510.5,454.06,686.99,Felújított lakás,3.98
2019 Q2,Cluj-Napoca,1481.83,417.55,788.88,Felújított lakás,4.91
2019 Q2,Timișoara,1446.33,443.98,853.01,Felújított lakás,4.57
2019 Q2,Timișoara,1474.1,396.68,810.26,Új lakás,4.43
2019 Q2,Timișoara,1604.05,436.88,661.02,Használt lakás,2.4
2019 Q2,Timișoara,1538.28,412.19,796.21,Új lakás,4.21
2019 Q2,Timișoara,1429.98,431.15,718.08,Felújított lakás,4.08
2019 Q2,Iași,1379.86,420.11,750.58,Használt lakás,3.87
2019 Q2,Iași,1560.66,429.81,831.42,Új lakás,5.64
2019 Q2,Iași,1552.59,456.38,789.61,Felújított lakás,4.97
2019 Q2,Iași,1460.72,474.38,806.85,Felújított lakás,3.74
2019 Q2,Iași,1557.5,438.66,763.63,Felújított lakás,3.62
2019 Q2,Brașov,1469.92,474.86,823.34,Használt lakás,4.45
2019 Q2,Brașov,1521.96,485.87,761.0,Felújított lakás,2.98
2019 Q2,Brașov,1606.14,413.81,728.58,Használt lakás,2.3
2019 Q2,Brașov,1518.55,370.14,724.98,Új lakás,4.69
2019 Q2,Brașov,1536.63,408.93,761.95,Új lakás,3.23
2019 Q2,Constanța,1384.19,445.65,739.9,Új lakás,3.86
2019 Q2,Constanța,1274.24,480.32,800.6,Új lakás,4.89
2019 Q2,Constanța,1604.85,401.99,748.5,Új lakás,2.21
2019 Q2,Constanța,1826.85,429.02,832.32,Új lakás,2.86
2019 Q2,Constanța,1569.57,509.3,766.38,Felújított lakás,3.09
2019 Q2,Sibiu,1433.34,345.93,767.73,Új lakás,4.92
2019 Q2,Sibiu,1445.71,423.63,801.65,Felújított lakás,4.7
2019 Q2,Sibiu,1250.81,438.55,916.16,Új lakás,2.76
2019 Q2,Sibiu,1439.75,512.67,836.25,Felújított lakás,3.59
2019 Q2,Sibiu,1474.74,434.92,725.12,Új lakás,4.03
2019 Q2,Oradea,1416.4,439.51,725.1,Felújított lakás,2.82
2019 Q2,Oradea,1445.05,503.6,774.93,Új lakás,3.77
2019 Q2,Oradea,1540.49,428.67,882.08,Felújított lakás,4.1
2019 Q2,Oradea,1534.06,404.82,800.19,Használt lakás,4.38
2019 Q2,Oradea,1443.22,414.93,731.72,Új lakás,4.38
2019 Q2,Galați,1525.47,429.91,787.24,Használt lakás,4.06
2019 Q2,Galați,1461.82,426.98,771.08,Új lakás,6.8
2019 Q2,Galați,1487.4,460.81,796.28,Felújított lakás,3.84
2019 Q2,Galați,1605.28,423.35,833.3,Új lakás,3.77
2019 Q2,Galați,1334.8,449.62,703.72,Használt lakás,4.64
2019 Q2,Ploiești,1306.7,422.24,684.1,Használt lakás,6.92
2019 Q2,Ploiești,1251.52,435.39,838.6,Használt lakás,5.14
2019 Q2,Ploiești,1552.16,422.31,851.07,Felújított lakás,5.01
2019 Q2,Ploiești,1475.48,444.62,751.76,Felújított lakás,3.19
2019 Q2,Ploiești,1598.46,487.49,716.95,Használt lakás,3.95
2019 Q2,Arad,1432.79,433.69,773.86,Felújított lakás,5.05
2019 Q2,Arad,1360.33,401.15,844.2,Új lakás,3.64
2019 Q2,Arad,1298.44,415.59,750.2,Felújított lakás,5.65
2019 Q2,Arad,1560.98,480.9,819.2,Új lakás,5.05
2019 Q2,Arad,1367.43,427.06,710.61,Felújított lakás,3.89
2019 Q2,Bacău,1532.09,440.38,848.69,Felújított lakás,2.96
2019 Q2,Bacău,1510.03,385.07,775.65,Felújított lakás,4.84
2019 Q2,Bacău,1424.26,457.05,712.42,Használt lakás,2.44
2019 Q2,Bacău,1516.84,504.76,710.24,Használt lakás,5.32
2019 Q2,Bacău,1455.21,381.57,702.11,Felújított lakás,4.12
2019 Q2,Târgu Mureș,1401.46,382.48,668.36,Használt lakás,3.25
2019 Q2,Târgu Mureș,1473.26,434.74,739.93,Új lakás,4.3
2019 Q2,Târgu Mureș,1574.8,450.77,762.72,Felújított lakás,5.03
2019 Q2,Târgu Mureș,1334.82,426.0,757.93,Használt lakás,2.86
2019 Q2,Târgu Mureș,1399.62,352.0,884.73,Felújított lakás,3.16
2019 Q2,Baia Mare,1640.33,436.52,803.89,Felújított lakás,3.61
2019 Q2,Baia Mare,1474.95,461.02,809.87,Felújított lakás,4.87
2019 Q2,Baia Mare,1405.8,415.79,674.35,Felújított lakás,4.62
2019 Q2,Baia Mare,1579.89,499.64,788.31,Új lakás,3.33
2019 Q2,Baia Mare,1246.35,476.67,662.22,Új lakás,3.76
2019 Q2,Satu Mare,1423.08,432.22,772.15,Új lakás,4.24
2019 Q2,Satu Mare,1160.16,435.59,636.23,Használt lakás,4.83
2019 Q2,Satu Mare,1383.38,348.72,721.15,Használt lakás,3.53
2019 Q2,Satu Mare,1592.88,442.87,790.67,Használt lakás,5.28
2019 Q2,Satu Mare,1438.46,465.17,811.03,Használt lakás,2.81
2019 Q2,Botoșani,1626.76,378.19,825.04,Új lakás,2.58
2019 Q2,Botoșani,1522.15,509.48,757.22,Felújított lakás,3.84
2019 Q2,Botoșani,1523.25,421.82,879.1,Használt lakás,4.29
2019 Q2,Botoșani,1411.58,413.39,714.02,Felújított lakás,3.47
2019 Q2,Botoșani,1407.92,415.49,730.51,Használt lakás,6.2
2019 Q2,Pitești,1326.39,440.87,805.55,Új lakás,4.73
2019 Q2,Pitești,1442.97,425.37,797.09,Felújított lakás,4.37
2019 Q2,Pitești,1418.92,372.52,741.92,Használt lakás,2.95
2019 Q2,Pitești,1369.94,436.33,791.52,Használt lakás,5.88
2019 Q2,Pitești,1385.51,465.99,788.36,Új lakás,5.4
2019 Q2,Craiova,1519.15,394.66,666.62,Felújított lakás,4.41
2019 Q2,Craiova,1386.59,395.79,693.95,Új lakás,4.26
2019 Q2,Craiova,1630.92,418.65,805.42,Használt lakás,4.0
2019 Q2,Craiova,1295.27,464.39,704.32,Új lakás,4.12
2019 Q2,Craiova,1409.02,470.72,706.51,Új lakás,4.49
2019 Q2,Reșița,1349.22,414.56,551.89,Felújított lakás,6.19
2019 Q2,Reșița,1516.07,404.31,702.52,Használt lakás,3.6
2019 Q2,Reșița,1536.03,359.32,761.5,Használt lakás,5.87
2019 Q2,Reșița,1313.93,438.22,902.2,Új lakás,4.73
2019 Q2,Reșița,1465.11,455.27,745.95,Új lakás,5.4
2019 Q2,Slatina,1402.08,356.63,746.52,Használt lakás,3.13
2019 Q2,Slatina,1416.26,424.64,841.85,Új lakás,4.8
2019 Q2,Slatina,1481.59,434.88,706.47,Használt lakás,2.0
2019 Q2,Slatina,1463.58,466.79,763.5,Új lakás,3.57
2019 Q2,Slatina,1505.74,431.67,871.14,Felújított lakás,5.33
2019 Q3,București,1565.14,465.31,692.59,Felújított lakás,4.76
2019 Q3,București,1495.16,459.26,799.56,Felújított lakás,4.55
2019 Q3,București,1774.1,431.95,826.18,Használt lakás,3.63
2019 Q3,București,1544.88,472.57,791.87,Használt lakás,5.77
2019 Q3,București,1343.89,415.51,782.74,Felújított lakás,4.98
2019 Q3,Cluj-Napoca,1471.53,486.43,730.3,Használt lakás,2.96
2019 Q3,Cluj-Napoca,1486.98,431.91,802.57,Felújított lakás,4.07
2019 Q3,Cluj-Napoca,1409.2,432.0,771.73,Új lakás,3.8
2019 Q3,Cluj-Napoca,1425.62,418.86,821.4,Használt lakás,4.29
2019 Q3,Cluj-Napoca,1720.81,441.43,736.95,Használt lakás,6.77
2019 Q3,Timișoara,1499.64,474.6,805.53,Használt lakás,4.72
2019 Q3,Timișoara,1514.28,390.92,792.05,Felújított lakás,2.78
2019 Q3,Timișoara,1429.08,405.98,791.45,Felújított lakás,4.43
2019 Q3,Timișoara,1507.74,446.49,733.59,Új lakás,3.84
2019 Q3,Timișoara,1560.45,477.71,701.19,Új lakás,2.57
2019 Q3,Iași,1362.77,476.81,842.89,Új lakás,3.18
2019 Q3,Iași,1486.88,508.38,794.92,Használt lakás,5.52
2019 Q3,Iași,1569.85,398.59,758.6,Használt lakás,4.13
2019 Q3,Iași,1462.5,471.65,794.52,Új lakás,2.0
2019 Q3,Iași,1292.46,347.5,780.52,Felújított lakás,4.34
2019 Q3,Brașov,1483.99,396.64,810.45,Új lakás,4.82
2019 Q3,Brașov,1299.38,376.36,769.99,Felújított lakás,5.89
2019 Q3,Brașov,1653.97,457.54,726.2,Felújított lakás,4.99
2019 Q3,Brașov,1395.71,404.3,641.36,Új lakás,4.2
2019 Q3,Brașov,1374.42,438.86,632.04,Új lakás,4.27
2019 Q3,Constanța,1158.27,478.52,801.31,Felújított lakás,3.82
2019 Q3,Constanța,1517.53,395.88,774.34,Használt lakás,4.89
2019 Q3,Constanța,1078.69,417.11,768.64,Új lakás,3.9
2019 Q3,Constanța,1624.85,390.04,732.73,Használt lakás,2.18
2019 Q3,Constanța,1631.23,425.15,743.7,Új lakás,4.05
2019 Q3,Sibiu,1526.35,448.89,928.87,Új lakás,4.55
2019 Q3,Sibiu,1394.17,412.55,746.43,Felújított lakás,2.6
2019 Q3,Sibiu,1454.78,466.34,733.2,Új lakás,3.29
2019 Q3,Sibiu,1631.91,377.94,645.93,Használt lakás,2.95
2019 Q3,Sibiu,1265.15,450.45,748.36,Felújított lakás,3.88
2019 Q3,Oradea,1588.35,407.35,816.51,Felújított lakás,5.61
2019 Q3,Oradea,1395.32,464.48,755.49,Felújított lakás,5.02
2019 Q3,Oradea,1261.42,369.18,746.52,Felújított lakás,3.21
2019 Q3,Oradea,1387.99,426.22,813.2,Új lakás,3.69
2019 Q3,Oradea,1351.14,420.94,723.85,Felújított lakás,3.17
2019 Q3,Galați,1256.44,437.78,735.88,Használt lakás,5.07
2019 Q3,Galați,1276.31,413.32,878.77,Használt lakás,3.16
2019 Q3,Galați,1421.62,386.37,689.09,Használt lakás,5.65
2019 Q3,Galați,1470.52,440.35,668.22,Felújított lakás,4.46
2019 Q3,Galați,1588.89,480.98,810.1,Új lakás,2.97
2019 Q3,Ploiești,1487.57,461.7,662.33,Használt lakás,2.98
2019 Q3,Ploiești,1556.58,470.04,677.09,Új lakás,4.9
2019 Q3,Ploiești,1461.44,466.24,731.93,Használt lakás,4.75
2019 Q3,Ploiești,1551.26,420.95,771.07,Felújított lakás,3.45
2019 Q3,Ploiești,1648.2,430.19,714.68,Felújított lakás,3.38
2019 Q3,Arad,1465.21,465.13,689.85,Felújított lakás,5.95
2019 Q3,Arad,1487.04,453.66,764.17,Új lakás,4.12
2019 Q3,Arad,1432.21,475.71,769.52,Használt lakás,4.87
2019 Q3,Arad,1397.94,442.83,721.76,Felújított lakás,5.32
2019 Q3,Arad,1349.95,422.0,751.1,Új lakás,3.75
2019 Q3,Bacău,1536.7,422.33,853.64,Használt lakás,3.28
2019 Q3,Bacău,1470.33,403.97,795.26,Felújított lakás,4.08
2019 Q3,Bacău,1431.39,482.54,730.74,Használt lakás,4.69
2019 Q3,Bacău,1357.72,439.51,698.27,Felújított lakás,3.44
2019 Q3,Bacău,1440.14,507.59,776.05,Használt lakás,5.75
